2022-08-18 15:05:01 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.3.Final
2022-08-18 15:05:03 |INFO  |main |LocalConfigInfoProcessor.java:212 |com.alibaba.nacos.client.config.impl.LocalConfigInfoProcessor |LOCAL_SNAPSHOT_PATH:C:\Users\su\nacos\config
2022-08-18 15:05:03 |INFO  |main |Limiter.java:54 |com.alibaba.nacos.client.config.impl.Limiter |limitTime:5.0
2022-08-18 15:05:03 |INFO  |main |JvmUtil.java:49 |com.alibaba.nacos.client.config.utils.JvmUtil |isMultiInstance:false
2022-08-18 15:05:03 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource@836621476 {name='bootstrapProperties-service-oss-dev.yaml,DEFAULT_GROUP', properties={spring.servlet.multipart.max-file-size=2048MB, spring.servlet.multipart.max-request-size=2048MB, aliyun.oss.endpoint=oss-cn-shenzhen.aliyuncs.com, aliyun.oss.keyid=LTAI4GDWPPaMNUYz57Hy9aBk, aliyun.oss.keysecret=jc6GwBpPklmzFtylqP5bJsoRAtKHXp, aliyun.oss.bucketname=education-online666.oss-cn-shenzhen.aliyuncs.com}}, BootstrapPropertySource@442465916 {name='bootstrapProperties-service-oss.yaml,DEFAULT_GROUP', properties={}}, BootstrapPropertySource@1529002352 {name='bootstrapProperties-service-oss,DEFAULT_GROUP', properties={}}, BootstrapPropertySource@584157293 {name='bootstrapProperties-all-service.yaml,DEFAULT_GROUP', properties={mybatis-plus.mapper-locations=classpath:/mapper/**/*.xml, mybatis-plus.global-config.db-config.id-type=auto, management.endpoints.web.exposure.include=*, management.endpoint.health.show-details=always}}]
2022-08-18 15:05:03 |INFO  |main |SpringApplication.java:640 |com.xn2001.college.service.oss.ServiceOssApplication |The following 1 profile is active: "dev"
2022-08-18 15:05:05 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=d7e22f54-5233-3133-b70e-042ffae80954
2022-08-18 15:05:05 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8120 (http)
2022-08-18 15:05:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8120"]
2022-08-18 15:05:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2022-08-18 15:05:05 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.65]
