2022-08-18 15:04:54 |INFO  |background-preinit |Version.java:21 |org.hibernate.validator.internal.util.Version |HV000001: Hibernate Validator 6.2.3.Final
2022-08-18 15:04:57 |INFO  |main |LocalConfigInfoProcessor.java:212 |com.alibaba.nacos.client.config.impl.LocalConfigInfoProcessor |LOCAL_SNAPSHOT_PATH:C:\Users\su\nacos\config
2022-08-18 15:04:57 |INFO  |main |Limiter.java:54 |com.alibaba.nacos.client.config.impl.Limiter |limitTime:5.0
2022-08-18 15:04:57 |INFO  |main |JvmUtil.java:49 |com.alibaba.nacos.client.config.utils.JvmUtil |isMultiInstance:false
2022-08-18 15:04:57 |INFO  |main |PropertySourceBootstrapConfiguration.java:109 |org.springframework.cloud.bootstrap.config.PropertySourceBootstrapConfiguration |Located property source: [BootstrapPropertySource@1089341986 {name='bootstrapProperties-mail-product-dev.yaml,DEFAULT_GROUP', properties={spring.application.name=mail-product, spring.cloud.nacos.discovery.server-addr=192.168.56.10:8848, spring.datasource.driver-class-name=com.mysql.cj.jdbc.Driver, spring.datasource.password=root, spring.datasource.username=root, spring.datasource.url=jdbc:mysql://192.168.56.10:3306/mall_pms?useUnicode=true&characterEncoding=UTF-8&&useSSL=false&serverTimezone=Asia/Shanghai, server.port=8009, mybatis-plus.configuration.log-impl=org.apache.ibatis.logging.stdout.StdOutImpl}}, BootstrapPropertySource@2078154554 {name='bootstrapProperties-mail-product.yaml,DEFAULT_GROUP', properties={}}, BootstrapPropertySource@361903111 {name='bootstrapProperties-mail-product,DEFAULT_GROUP', properties={}}, BootstrapPropertySource@1742448147 {name='bootstrapProperties-all-service.yaml,DEFAULT_GROUP', properties={mybatis-plus.mapper-locations=classpath:/mapper/**/*.xml, mybatis-plus.global-config.db-config.id-type=auto, management.endpoints.web.exposure.include=*, management.endpoint.health.show-details=always}}]
2022-08-18 15:04:57 |INFO  |main |SpringApplication.java:640 |com.junbin.mail.mailproduct.MailProductApplication |The following 1 profile is active: "dev"
2022-08-18 15:04:59 |INFO  |main |GenericScope.java:283 |org.springframework.cloud.context.scope.GenericScope |BeanFactory id=523353cf-c179-3ddd-b52e-e892752a7ed9
2022-08-18 15:04:59 |INFO  |main |TomcatWebServer.java:108 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat initialized with port(s): 8009 (http)
2022-08-18 15:04:59 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Initializing ProtocolHandler ["http-nio-8009"]
2022-08-18 15:04:59 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardService |Starting service [Tomcat]
2022-08-18 15:04:59 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.StandardEngine |Starting Servlet engine: [Apache Tomcat/9.0.65]
2022-08-18 15:05:00 |INFO  |main |DirectJDKLog.java:173 |org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/] |Initializing Spring embedded WebApplicationContext
2022-08-18 15:05:00 |INFO  |main |ServletWebServerApplicationContext.java:292 |org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext |Root WebApplicationContext: initialization completed in 2689 ms
2022-08-18 15:05:02 |INFO  |main |URLConfigurationSource.java:122 |com.netflix.config.sources.URLConfigurationSource |To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-08-18 15:05:02 |INFO  |main |URLConfigurationSource.java:122 |com.netflix.config.sources.URLConfigurationSource |To enable URLs as dynamic configuration sources, define System property archaius.configurationSource.additionalUrls or make config.properties available on classpath.
2022-08-18 15:05:06 |INFO  |main |InitUtils.java:65 |com.alibaba.nacos.client.naming |initializer namespace from System Property :null
2022-08-18 15:05:06 |INFO  |main |InitUtils.java:74 |com.alibaba.nacos.client.naming |initializer namespace from System Environment :null
2022-08-18 15:05:06 |INFO  |main |InitUtils.java:84 |com.alibaba.nacos.client.naming |initializer namespace from System Property :null
2022-08-18 15:05:06 |INFO  |main |DirectJDKLog.java:173 |org.apache.coyote.http11.Http11NioProtocol |Starting ProtocolHandler ["http-nio-8009"]
2022-08-18 15:05:06 |INFO  |main |TomcatWebServer.java:220 |org.springframework.boot.web.embedded.tomcat.TomcatWebServer |Tomcat started on port(s): 8009 (http) with context path ''
2022-08-18 15:05:06 |INFO  |main |BeatReactor.java:81 |com.alibaba.nacos.client.naming |[BEAT] adding beat: BeatInfo{port=8009, ip='192.168.31.115', weight=1.0, serviceName='DEFAULT_GROUP@@mail-product', cluster='DEFAULT', metadata={preserved.register.source=SPRING_CLOUD}, scheduled=false, period=5000, stopped=false} to beat map.
2022-08-18 15:05:06 |INFO  |main |NamingProxy.java:230 |com.alibaba.nacos.client.naming |[REGISTER-SERVICE] public registering service DEFAULT_GROUP@@mail-product with instance: Instance{instanceId='null', ip='192.168.31.115', port=8009, weight=1.0, healthy=true, enabled=true, ephemeral=true, clusterName='DEFAULT', serviceName='null', metadata={preserved.register.source=SPRING_CLOUD}}
2022-08-18 15:05:06 |INFO  |main |NacosServiceRegistry.java:75 |com.alibaba.cloud.nacos.registry.NacosServiceRegistry |nacos registry, DEFAULT_GROUP mail-product 192.168.31.115:8009 register finished
