2022-08-25 14:41:57 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[mail-product] & group[DEFAULT_GROUP]
2022-08-25 14:41:57 |WARN  |main |NacosPropertySourceBuilder.java:87 |com.alibaba.cloud.nacos.client.NacosPropertySourceBuilder |Ignore the empty nacos configuration and get it based on dataId[mail-product.yaml] & group[DEFAULT_GROUP]
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'attrAttrgroupRelationDao' and 'com.junbin.mail.mailproduct.dao.AttrAttrgroupRelationDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'attrDao' and 'com.junbin.mail.mailproduct.dao.AttrDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'attrGroupDao' and 'com.junbin.mail.mailproduct.dao.AttrGroupDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'brandDao' and 'com.junbin.mail.mailproduct.dao.BrandDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'categoryBrandRelationDao' and 'com.junbin.mail.mailproduct.dao.CategoryBrandRelationDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'categoryDao' and 'com.junbin.mail.mailproduct.dao.CategoryDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'commentReplayDao' and 'com.junbin.mail.mailproduct.dao.CommentReplayDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'productAttrValueDao' and 'com.junbin.mail.mailproduct.dao.ProductAttrValueDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'skuImagesDao' and 'com.junbin.mail.mailproduct.dao.SkuImagesDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'skuInfoDao' and 'com.junbin.mail.mailproduct.dao.SkuInfoDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'skuSaleAttrValueDao' and 'com.junbin.mail.mailproduct.dao.SkuSaleAttrValueDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'spuCommentDao' and 'com.junbin.mail.mailproduct.dao.SpuCommentDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'spuImagesDao' and 'com.junbin.mail.mailproduct.dao.SpuImagesDao' mapperInterface. Bean already defined with the same name!
2022-08-25 14:41:58 |WARN  |main |Logger.java:44 |org.mybatis.spring.mapper.ClassPathMapperScanner |Skipping MapperFactoryBean with name 'spuInfoDao' and 'com.junbin.mail.mailproduct.dao.SpuInfoDao' mapperInterface. Bean already defined with the same name!
